name,release_date,price_myr,tags,genres,peak_ccu,user_reviews_total,popularity,reviews
Gym Simulator 24,2023-11-10,RM49.46,"'Early Access', 'Simulation', 'Immersive Sim', 'Casual', 'Management', 'Life Sim', 'Building', 'Sports', 'Martial Arts', 'D Fighter 3', 'Boxing', 'FPS', 'D 3', 'D Vision 3', 'Realistic', 'Colorful', 'Cycling', 'Economy', 'Modern', 'Female Protagonist'", 'Early Access'  'Indie'  'Simulation'  'Sports' 'Casual',82,1419,Highly Popular,Many Reviews
Tom Clancy's Splinter Cell Double Agent,2009-02-13,RM44.96,"'Action', 'Stealth', 'Third Person', 'Singleplayer', 'Multiplayer', 'Adventure', 'Co-op', 'Shooter', 'Classic', 'Third-Person Shooter'",'Action',8,1419,Highly Popular,Many Reviews
Bombix,2018-03-02,Free,"'Strategy', 'Action', 'RPG', 'Free to Play', 'Multiplayer', 'Co-op', 'Turn-Based Combat', 'Turn-Based', 'Turn-Based Strategy', 'Tactical', 'Online Co-Op', 'Physics', 'PvP', 'Local Multiplayer', 'Platformer', 'Competitive', 'Funny', 'Singleplayer', 'Difficult', 'Class-Based'", 'RPG'  'Strategy' 'Action',5,1419,Highly Popular,Many Reviews
Unnamed Space Idle,2023-07-27,Free,, 'Early Access'  'Free to Play'  'Simulation' 'Casual',0,1418,Low Popularity,Many Reviews
ANIME STANDING,2020-07-14,RM4.46,"'Action', 'Anime', 'Adventure', 'Walking Simulator', 'Memes', 'Third Person', 'Open World', 'Singleplayer', 'Story Rich', 'Post-apocalyptic', 'Psychological Horror', 'Exploration', 'Parody', 'Sci-fi', 'Atmospheric', 'Simulation', 'Cinematic', 'Inventory Management', 'Sexual Content', 'Female Protagonist'", 'Adventure' 'Action',0,1417,Low Popularity,Many Reviews
9 Years of Shadows,2023-03-27,RM89.96,"'Action', 'Adventure', 'Metroidvania', 'Action-Adventure', 'Platformer', 'Pixel Graphics', 'Exploration', 'Side Scroller', 'D 2', 'Female Protagonist', 'Atmospheric', 'Story Rich', 'Indie', 'Fantasy', 'Singleplayer', 'Lore-Rich', 'Magic', 'Anime'", 'Adventure'  'Indie' 'Action',51,1416,Highly Popular,Many Reviews
Angels with Scaly Wings / 鱗羽の天使,2017-01-31,RM44.96,"'Dragons', 'Visual Novel', 'Dating Sim', 'Story Rich', 'Choices Matter', 'Indie', 'Mystery', 'Psychological Horror', 'Drama', 'Adventure', 'Choose Your Own Adventure', 'Singleplayer', 'Crime', 'Sexual Content', 'Sci-fi', 'RPG', 'Simulation', 'Violent', 'Anime', 'Memes'", 'Indie'  'RPG'  'Simulation' 'Adventure',4,1416,Highly Popular,Many Reviews
Rune Factory 5,2022-07-13,RM179.96,"'RPG', 'Farming Sim', 'Romance', 'Adventure', 'Simulation', 'Anime', 'Fantasy', 'Creature Collector', 'Magic', 'D 3', 'Combat', 'Fishing', 'Party-Based RPG', 'Crafting', 'Cute', 'Story Rich', 'Singleplayer', 'Dating Sim', 'JRPG', 'Farming'", 'RPG'  'Simulation' 'Adventure',88,1416,Highly Popular,Many Reviews
STASIS,2015-08-31,RM35.96,"'Point & Click', 'Isometric', 'Horror', 'Sci-fi', 'Adventure', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Space', 'Indie', 'Psychological Horror', 'Puzzle', 'Gore', 'D 2', '. 5 D 2', 'Post-apocalyptic', 'Fantasy', 'Retro', 'Kickstarter', 'Cinematic'", 'Indie' 'Adventure',3,1416,Highly Popular,Many Reviews
Weapon Shop Fantasy,2017-03-27,RM22.46,"'Simulation', 'RPG', 'Casual', 'Management', 'Indie', 'Pixel Graphics', 'Adventure', 'Crafting', 'D 2', 'Clicker', 'Idler'", 'Casual'  'Indie'  'RPG'  'Simulation' 'Adventure',26,1416,Highly Popular,Many Reviews
Trackmania Turbo,2016-03-24,RM179.96,"'Racing', 'Arcade', 'Massively Multiplayer', 'Level Editor', 'Multiplayer', 'Split Screen', 'Time Attack', 'Singleplayer', 'Difficult', 'Co-op', 'Local Co-Op', 'Competitive', 'Action', 'VR', 'Local Multiplayer', 'Sandbox', 'Fast-Paced', 'Funny'", 'Racing' 'Massively Multiplayer',22,1415,Highly Popular,Many Reviews
The Thaumaturge,2024-03-04,RM157.46,"'RPG', 'Choices Matter', 'Turn-Based Combat', 'Demons', 'Dark', 'Detective', 'Story Rich', 'Magic', 'Isometric', 'Mystery', 'Psychological', 'Combat', 'Singleplayer', 'Adventure', 'Lore-Rich', 'Exploration', 'Dark Fantasy', 'Fantasy', 'Creature Collector', 'Atmospheric'", 'RPG' 'Adventure',55,1415,Highly Popular,Many Reviews
Hadean Tactics,2023-08-24,RM89.96,"'Roguelike Deckbuilder', 'Card Battler', 'Rogue-like', 'Auto Battler', 'Card Game', 'Deckbuilding', 'Dungeon Crawler', 'Rogue-lite', 'Strategy RPG', 'Turn-Based Strategy', 'Strategy', 'Choices Matter', 'Procedural Generation', 'Turn-Based Combat', 'Stylized', 'Dark Fantasy', 'Fantasy', 'Singleplayer', 'Indie', 'Real Time Tactics'", 'Strategy' 'Indie',36,1414,Highly Popular,Many Reviews
Trap Shrine,2019-03-29,RM44.96,"'Sexual Content', 'LGBTQ+', 'Anime', 'Visual Novel', 'Cute', 'Dating Sim', 'Nudity', 'Casual', 'Romance', 'Singleplayer', 'Funny', 'Comedy', 'Memes', 'Story Rich', 'Indie', 'Great Soundtrack', 'D 2', 'Comic Book', 'Psychological Horror', 'Modern'",'Casual',3,1414,Highly Popular,Many Reviews
Welcome to Free Will - Episode 1,2021-09-22,Free,, 'Free to Play'  'Indie' 'Adventure',0,1414,Low Popularity,Many Reviews
The Excavation of Hob's Barrow,2022-09-28,RM67.46,"'Point & Click', 'Adventure', 'Horror', 'Pixel Graphics', 'Puzzle', 'Female Protagonist', 'Atmospheric', 'Dark', 'Interactive Fiction', 'Drama', 'Emotional', 'Mystery', 'Retro', 'Story Rich', 'Singleplayer', 'Thriller', 'Indie', 'Cinematic', 'Lovecraftian', 'Investigation'",'Adventure',50,1414,Highly Popular,Many Reviews
The Ditzy Demons Are in Love With Me,2018-10-26,RM112.46,"'Visual Novel', 'Dating Sim', 'Sexual Content', 'Casual', 'Cute', 'Anime', 'D 2', 'Story Rich', 'Romance', 'Choices Matter', 'Multiple Endings', 'Demons', 'Mature', 'Comedy', 'Singleplayer', 'Nudity', 'Adventure', 'Hentai', 'NSFW', 'Shooter'",'Adventure',5,1413,Highly Popular,Many Reviews
Despair,2015-05-12,RM4.46,"'Indie', 'Horror', 'Action', 'First-Person', 'Adventure', 'Atmospheric', 'Walking Simulator', 'Singleplayer', 'Short'", 'Adventure'  'Indie' 'Action',1,1413,Highly Popular,Many Reviews
Taxi Life: A City Driving Simulator,2024-03-07,RM134.95,"'Driving', 'Simulation', 'Open World', 'Singleplayer', 'Realistic', 'Automobile Sim', 'First-Person', 'Relaxing', 'Exploration', 'Atmospheric', 'Immersive Sim', 'Management', 'Physics', 'Transportation', 'Third Person', 'Casual', 'D 3', 'Controller', 'Sandbox', 'Life Sim'",'Simulation',148,1413,Highly Popular,Many Reviews
Dropsy,2015-09-10,RM44.96,"'Point & Click', 'Adventure', 'D 2', 'Great Soundtrack', 'Indie', 'Pixel Graphics', 'Surreal', 'Story Rich', 'Atmospheric', 'Cute', 'Singleplayer', 'Puzzle', 'Open World', 'Dark', 'Casual', 'Psychedelic'", 'Indie' 'Adventure',5,1413,Highly Popular,Many Reviews
RIOT: Civil Unrest,2019-02-12,RM76.46,"'Strategy', 'Simulation', 'Indie', 'Pixel Graphics', 'Political Sim', 'Political', 'Action', 'D 2', 'RTS', 'Historical', 'Violent', 'Multiplayer', 'Crime', 'Early Access', 'Singleplayer'", 'Simulation'  'Strategy' 'Indie',4,1412,Highly Popular,Many Reviews
Ancient Cities,2023-03-24,RM134.95,"'Strategy', 'City Builder', 'Survival', 'Historical', 'Immersive Sim', 'Colony Sim', 'Relaxing', 'Realistic', 'Simulation', 'Building', 'Economy', 'Resource Management', 'Base-Building', 'Management', 'Moddable', 'Procedural Generation', 'Sandbox', 'D 3', 'Singleplayer', 'Indie'", 'Simulation'  'Strategy' 'Indie',17,1412,Highly Popular,Many Reviews
KIDS,2019-05-28,RM17.96,"'Indie', 'Casual', 'Adventure', 'Short', 'Surreal', 'Minimalist', 'Psychological Horror'", 'Casual'  'Indie' 'Adventure',2,1412,Highly Popular,Many Reviews
Sixtieth Kilometer,2016-08-25,RM22.46,"'Visual Novel', 'Indie', 'Adventure', 'Casual', 'Post-apocalyptic', 'Singleplayer', 'Nudity', 'Horror', 'Psychological Horror', 'Sexual Content', 'Atmospheric', 'Choices Matter', 'Story Rich', 'Choose Your Own Adventure', 'Multiple Endings', 'Anime', 'Sci-fi', 'Violent', 'Mature', 'Survival Horror'", 'Casual'  'Indie' 'Adventure',1,1411,Highly Popular,Many Reviews
Shan Gui (山桂),2014-08-19,RM4.46,"'Visual Novel', 'Female Protagonist', 'Anime', 'Indie', 'Casual', 'Adventure', 'Short', 'Nudity', 'Singleplayer', 'LGBTQ+'", 'Casual'  'Indie' 'Adventure',0,1411,Low Popularity,Many Reviews
Angeldust,2019-12-21,Free,"'RPG', 'Massively Multiplayer', 'Indie', 'Action', 'Casual', 'Multiplayer', 'Open World', 'Building', 'Sandbox', 'Exploration', 'Co-op', 'Cartoony', 'Fantasy', 'First-Person', 'MMORPG', 'Online Co-Op', 'Action RPG', 'Family Friendly', 'Early Access', 'Third Person'", 'Casual'  'Free to Play'  'Indie'  'Massively Multiplayer'  'RPG' 'Action',3,1411,Highly Popular,Many Reviews
Maid of Sker,2020-07-28,RM112.46,"'Horror', 'Adventure', 'Action', 'Gore', 'Violent', 'Psychological Horror', 'Stealth', 'Story Rich', 'Mystery', 'First-Person', 'Indie', 'Survival Horror', 'Atmospheric', 'Exploration', 'Action-Adventure', 'Co-op', 'Singleplayer', 'Sexual Content', 'Multiplayer', 'Female Protagonist'", 'Adventure'  'Indie' 'Action',8,1410,Highly Popular,Many Reviews
Mod and Play,2020-04-20,RM13.46,"'Indie', 'Massively Multiplayer', 'Sandbox', 'Moddable', 'Multiplayer', 'Mod', 'Physics', 'Building', 'Online Co-Op', 'Co-op', 'FPS', 'Shooter', 'Local Co-Op', 'Singleplayer', 'First-Person', 'Open World'", 'Massively Multiplayer' 'Indie',0,1410,Low Popularity,Many Reviews
Cute Honey 2,2020-09-30,RM5.80,"'Sexual Content', 'Nudity', 'Mature', 'Anime', 'NSFW', 'Casual', 'Hentai', 'Story Rich', 'Puzzle', 'Dating Sim', 'Strategy', 'Shooter', 'Singleplayer', 'Idler', 'Clicker', 'Puzzle-Platformer', 'Cartoon', 'Cute', 'Action-Adventure', 'Visual Novel'", 'Strategy' 'Casual',0,1410,Low Popularity,Many Reviews
Dialtown: Phone Dating Sim,2022-02-14,RM35.96,"'Indie', 'Casual', 'Comedy', 'Dating Sim', 'Psychological Horror', 'Sexual Content', 'Visual Novel', 'LGBTQ+', 'Funny', 'RPGMaker', 'Great Soundtrack', 'NSFW', 'Horror', 'Surreal', 'Singleplayer'", 'Indie' 'Casual',5,1409,Highly Popular,Many Reviews
Max Gentlemen Sexy Business!,2020-02-25,RM89.96,"'Sexual Content', 'Nudity', 'LGBTQ+', 'Simulation', 'Indie', 'Dating Sim', 'Mature', 'NSFW', 'Management', 'Character Customization', 'Visual Novel', 'Economy', 'Comedy', 'Funny', 'Replay Value', 'Historical', 'Singleplayer', 'D 2', 'Hentai', 'Female Protagonist'", 'Simulation' 'Indie',16,1409,Highly Popular,Many Reviews
Unsung Warriors - Prologue,2019-01-15,Free,"'Free to Play', 'Adventure', 'Action', 'Indie', 'Multiplayer', 'Platformer', 'D 2', 'Local Co-Op', 'Co-op', 'RPG', 'Online Co-Op'", 'Adventure'  'Free to Play'  'Indie' 'Action',3,1409,Highly Popular,Many Reviews
CaesarIA,2015-01-20,Free,"'Free to Play', 'City Builder', 'Strategy', 'Indie', 'Early Access', 'Singleplayer', 'Classic', 'Rome', 'Economy'", 'Early Access'  'Indie'  'Strategy' 'Free to Play',5,1409,Highly Popular,Many Reviews
Hedon Bloodrite,2019-05-16,RM76.46,"'FPS', 'Retro', 'Pixel Graphics', 'Dark Fantasy', 'Shooter', 'Exploration', 'Female Protagonist', 'Adventure', '. 5 D 2', 'Puzzle', 'Atmospheric', 'Hand-drawn', 'Action', 'Story Rich', 'Lore-Rich', 'First-Person', 'Fantasy', 'Boomer Shooter', 'Demons', 'Old School'", 'Adventure'  'Indie'  'RPG' 'Action',10,1407,Highly Popular,Many Reviews
Nexomon,2020-07-10,RM44.96,"'Creature Collector', 'RPG', 'Adventure', 'Indie', 'Casual', 'Simulation', 'Turn-Based Combat', 'Singleplayer', 'Turn-Based', 'Anime', 'Cute', 'D 2', 'Exploration'", 'Casual'  'Indie'  'RPG'  'Simulation' 'Adventure',6,1407,Highly Popular,Many Reviews
ACE Academy,2016-08-22,RM89.96,"'Choose Your Own Adventure', 'Dating Sim', 'Visual Novel', 'JRPG', 'Romance', 'Sports', 'Mechs', 'Character Customization', 'D 2', 'Funny', 'Cute', 'Story Rich', 'RPG', 'Relaxing', 'Choices Matter', 'Multiple Endings', 'Action', 'Narration', 'Simulation', 'Anime'", 'Adventure'  'Indie'  'RPG'  'Simulation'  'Sports' 'Action',1,1405,Highly Popular,Many Reviews
Be Funny Now!,2022-05-17,Free,,'Casual',0,1405,Low Popularity,Many Reviews
Erica,2021-05-25,RM53.96,"'Choose Your Own Adventure', 'FMV', 'Interactive Fiction', 'Female Protagonist', 'Point & Click', 'Choices Matter', 'Puzzle', 'Story Rich', 'Action-Adventure', 'Psychological Horror', 'Multiple Endings', 'Detective', 'Casual', 'Thriller', 'Action', 'Cinematic', 'Mystery', 'Crime', 'Singleplayer', 'Gore'", 'Indie' 'Casual',1,1405,Highly Popular,Many Reviews
Lost Planet: Extreme Condition,2007-06-26,RM67.46,"'Action', 'Adventure', 'Mechs', 'Third-Person Shooter', 'Sci-fi', 'Shooter', 'Third Person', 'Robots', 'Multiplayer', 'Atmospheric', 'Co-op', 'Singleplayer', 'Aliens', 'Snow', 'Classic'", 'Adventure' 'Action',5,1405,Highly Popular,Many Reviews
Shooty Skies,2018-03-06,Free,"'Free to Play', 'Action', 'Indie', 'Funny', 'Em Up"": 75,', ': 72,', ': 66,', ': 65,', ': 59,', ': 58,', ': 56,', ': 51,', ': 49,', ': 48,', ': 39,', ': 33,', ': 24,', ': 18,', ': 18,'", 'Free to Play'  'Indie' 'Action',2,1404,Highly Popular,Many Reviews
Reminiscence,2021-07-11,Free,, 'Casual'  'Free to Play'  'Indie' 'Adventure',0,1404,Low Popularity,Many Reviews
State of Mind,2018-08-15,RM89.96,"'Sci-fi', 'Story Rich', 'Adventure', 'Futuristic', 'Singleplayer', 'Cyberpunk', 'Indie', 'Dystopian', 'Transhumanism', 'Sexual Content', 'Dark', 'Action', 'Third Person', 'Robots', 'Stylized', 'Atmospheric', 'Open World', 'Interactive Fiction', 'Drama', 'Exploration'", 'Indie' 'Adventure',4,1404,Highly Popular,Many Reviews
Siralim Ultimate,2021-12-03,RM89.96,"'Creature Collector', 'Collectathon', 'Dungeon Crawler', 'Procedural Generation', 'Turn-Based', 'Party-Based RPG', 'Strategy RPG', 'Character Customization', 'RPG', 'D 2', 'Isometric', 'Turn-Based Combat', 'Pixel Graphics', 'Loot', 'Fantasy', 'Medieval', 'Retro', 'Singleplayer', 'Party', 'Indie'", 'RPG'  'Strategy' 'Indie',112,1403,Highly Popular,Many Reviews
No-brainer Heroes 挂机吧！勇者,2019-11-29,RM44.96,"'Casual', 'RPG', 'Adventure', 'Strategy', 'Indie', 'Simulation', 'Idler', 'Pixel Graphics', 'Clicker'", 'Casual'  'Indie'  'RPG'  'Simulation'  'Strategy' 'Adventure',28,1403,Highly Popular,Many Reviews
My Brother Rabbit,2018-09-21,RM67.46,"'Adventure', 'Puzzle', 'Point & Click', 'Singleplayer', 'Great Soundtrack', 'D 2', 'Story Rich', 'Hidden Object', 'Casual', 'Retro', 'Indie', 'Hand-drawn', 'Classic', 'Short'", 'Casual'  'Indie' 'Adventure',4,1403,Highly Popular,Many Reviews
Of Orcs And Men,2012-10-11,RM67.46,"'RPG', 'Action', 'Fantasy', 'Story Rich', 'Singleplayer', 'Third Person', 'Stealth', 'Adventure', 'Dark Fantasy', 'Strategy', 'Controller', 'Great Soundtrack', 'Turn-Based', 'Action RPG', 'Difficult'", 'RPG' 'Action',3,1402,Highly Popular,Many Reviews
Warhammer Age of Sigmar: Realms of Ruin,2023-11-17,RM269.96,"'Strategy', 'Action', 'Action RTS', 'RTS', 'Real Time Tactics', 'Fantasy', 'Wargame', 'D 3', 'Cinematic', 'Stylized', 'Story Rich', 'Lore-Rich', 'Multiplayer', 'PvP', 'Tactical', 'Controller', 'War', 'Combat', 'Warhammer 40K', 'Realistic'", 'Strategy' 'Action',36,1402,Highly Popular,Many Reviews
Nex Machina,2017-06-20,RM89.96,"'Twin Stick Shooter', 'Bullet Hell', 'Action', 'Arcade', 'Great Soundtrack', 'Indie', 'Em Up"": 50,', ': 43,', ': 42,', ': 40,', ': 35,', ': 35,', ': 33,', ': 33,', ': 31,', ': 31,', ': 30,', ': 29,'", 'Indie' 'Action',4,1401,Highly Popular,Many Reviews
Wonderful Everyday Down the Rabbit-Hole,2017-08-30,RM134.95,"'Visual Novel', 'Philosophical', 'Psychological Horror', 'Story Rich', 'Violent', 'Sexual Content', 'Anime', 'Mystery', 'Female Protagonist', 'Nudity', 'Gore', 'Psychological', 'Adventure', 'Horror', 'Romance', 'Casual', 'Atmospheric', 'Singleplayer', 'Choices Matter', 'Cute'", 'Casual' 'Adventure',17,1400,Highly Popular,Many Reviews
Tharsis,2016-01-11,RM67.46,"'Board Game', 'Space', 'Strategy', 'Survival', 'Singleplayer', 'Rogue-like', 'Rogue-lite', 'Sci-fi', 'Horror', 'Difficult', 'Perma Death', 'Turn-Based', 'Mars', 'RPG', 'Indie', 'Management', 'Gambling', 'Touch-Friendly', 'D 3', 'Colorful'", 'Indie'  'RPG'  'Strategy' 'Casual',2,1399,Highly Popular,Many Reviews
Moving Out,2020-04-28,RM112.46,"'Casual', 'Indie', 'Action', 'Simulation', 'Local Multiplayer', 'Co-op', 'Local Co-Op', 'Multiplayer', 'Player Local 4', 'Funny', 'Family Friendly', 'Comedy', 'Replay Value', 'Colorful', 'Great Soundtrack', 'Puzzle', 'Singleplayer', 'Controller', 'Physics', 'Beautiful'", 'Casual'  'Indie'  'Simulation' 'Action',40,1399,Highly Popular,Many Reviews
Ys IX: Monstrum Nox,2021-07-06,RM269.96,"'JRPG', 'Action RPG', 'Action', 'Story Rich', 'RPG', 'Beautiful', 'Dark', 'Fantasy', 'Drama', 'Colorful', 'Anime', 'Singleplayer', 'Great Soundtrack', 'D 3', 'Adventure', 'Hack and Slash', 'Open World'", 'RPG' 'Action',24,1399,Highly Popular,Many Reviews
SEASON: A letter to the future,2023-01-31,RM112.46,"'Open World', 'Mystery', 'Visual Novel', 'Narrative', 'Emotional', 'Female Protagonist', 'Interactive Fiction', 'Exploration', 'Atmospheric', 'Drama', 'Adventure', 'Relaxing', 'Stylized', 'Philosophical', 'Singleplayer', 'Nature', 'Photo Editing', 'Cinematic', 'Story Rich', 'Narration'", 'Casual'  'Indie' 'Adventure',6,1399,Highly Popular,Many Reviews
College Kings 2 - Episode 1,2022-04-14,RM58.46,, 'Casual'  'Indie' 'Adventure',78,1397,Highly Popular,Many Reviews
电竞俱乐部/ESports Club,2017-06-29,RM40.46,"'Simulation', 'Strategy', 'Sports', 'Indie', 'e-sports', 'Early Access', 'Management'", 'Early Access'  'Simulation'  'Sports'  'Strategy' 'Indie',3,1397,Highly Popular,Many Reviews
GunSoul Girl,2021-02-25,RM8.96,"'Nudity', 'Sexual Content', 'Adventure', 'Hentai', 'FPS', 'Shooter', 'Zombies', 'First-Person', 'Singleplayer', 'Anime', 'Action', 'Casual', 'Combat', 'Indie', 'NSFW', 'Mature'", 'Adventure'  'Casual'  'Indie' 'Action',0,1396,Low Popularity,Many Reviews
Nuclear Option,2023-10-15,RM67.46,"'Early Access', 'Flight', 'Action', 'Simulation', 'Multiplayer', 'Combat', 'Military', 'Sci-fi', 'Wargame', 'War', 'Futuristic', 'Jet', 'Stealth', 'Destruction', 'Physics', 'D 3', 'Level Editor', 'PvP', 'First-Person', 'Realistic'", 'Early Access'  'Indie'  'Simulation' 'Action',37,1394,Highly Popular,Many Reviews
Might and Magic: Heroes VII – Trial by Fire,2016-08-04,RM33.70,"'Strategy', 'RPG', 'Dwarf', 'Turn-Based', 'Turn-Based Strategy', 'Local Multiplayer'", 'Strategy' 'RPG',68,1393,Highly Popular,Many Reviews
The Bunker,2016-09-20,RM10.08,"'Adventure', 'FMV', 'Indie', 'Psychological Horror', 'Story Rich', 'Atmospheric', 'Horror', 'Movie', 'Great Soundtrack', 'Post-apocalyptic', 'Mystery', 'Thriller', 'Hidden Object', 'Point & Click', 'Singleplayer', 'Quick-Time Events'", 'Indie' 'Adventure',1,1390,Highly Popular,Many Reviews
Oblivion Override,2024-01-24,RM80.96,"'Action Roguelike', 'Hack and Slash', 'Side Scroller', 'Robots', 'Ninja', 'Rogue-like', 'Perma Death', 'Rogue-lite', 'Action', 'D 2', 'Singleplayer', 'Mechs', 'Post-apocalyptic', 'Sci-fi', 'Adventure', 'Controller', 'Futuristic', 'RPG', 'Combat', 'Cyberpunk'", 'Adventure'  'Indie'  'RPG' 'Action',37,1390,Highly Popular,Many Reviews
Varenje,2018-07-03,Free,"'Free to Play', 'Adventure', 'Indie', 'Puzzle', 'Casual', 'Point & Click', 'Hidden Object', 'Singleplayer', 'Hand-drawn'", 'Casual'  'Free to Play'  'Indie' 'Adventure',1,1389,Highly Popular,Many Reviews
Subsurface Circular,2017-08-17,RM26.96,"'Visual Novel', 'Investigation', 'Detective', 'Choices Matter', 'Text-Based', 'Conversation', 'Mystery', 'Robots', 'Sci-fi', 'Story Rich', 'Noir', 'Adventure', 'Point & Click', 'Casual', 'Cyberpunk', 'Cinematic', 'Futuristic', 'Philosophical', 'Indie', 'D 3'", 'Casual'  'Indie' 'Adventure',0,1388,Low Popularity,Many Reviews
Continent of the Ninth Seal,2012-09-13,Free,"'Free to Play', 'RPG', 'Massively Multiplayer', 'Action', 'MMORPG', 'Hack and Slash', 'Character Customization', 'Adventure', 'Open World', 'Multiplayer', 'PvP', 'Fantasy'", 'Free to Play'  'Massively Multiplayer'  'RPG' 'Action',0,1388,Low Popularity,Many Reviews
ECHO,2017-09-19,RM112.46,"'Sci-fi', 'Stealth', 'Female Protagonist', 'Adventure', 'Action', 'Indie', 'Third Person', 'Singleplayer', 'Atmospheric', 'Horror', 'Puzzle', 'Great Soundtrack', 'Story Rich', 'Cyberpunk', 'Walking Simulator', 'Psychological Horror', 'Difficult', 'Surreal'", 'Adventure'  'Indie' 'Action',3,1387,Highly Popular,Many Reviews
노베나 디아볼로스,2020-04-26,RM85.46,"'Simulation', 'Adventure', 'Indie', 'Visual Novel', 'Mystery', 'Detective', 'Thriller', 'Puzzle', 'Anime', 'Singleplayer', 'Horror', 'Story Rich', 'Dating Sim', 'Dark', 'Drama', 'Atmospheric', 'Exploration', 'Surreal', 'Survival', 'Great Soundtrack'", 'Indie'  'Simulation' 'Adventure',4,1386,Highly Popular,Many Reviews
Zoo Tycoon: Ultimate Animal Collection,2018-09-14,RM89.96,"'Simulation', 'Management', 'Sandbox', 'Multiplayer', 'Singleplayer', 'Family Friendly', 'Building', 'City Builder'",'Simulation',16,1386,Highly Popular,Many Reviews
Super House of Dead Ninjas,2013-02-18,RM31.46,"'Action Roguelike', 'Action', 'Platformer', 'Rogue-like', 'Indie', 'Ninja', 'Difficult', 'Replay Value', 'D 2', 'Arcade', 'Singleplayer', 'Female Protagonist', 'Fast-Paced', 'Retro', 'Addictive', 'Rogue-lite', 'Pixel Graphics', 'Controller', 'Adventure', 'Procedural Generation'", 'Indie' 'Action',2,1386,Highly Popular,Many Reviews
Atlantic Fleet,2016-02-25,RM44.96,"'Naval Combat', 'Strategy', 'Simulation', 'Naval', 'World War II', 'Turn-Based', 'War', 'Singleplayer', 'Historical', 'Military'", 'Strategy' 'Simulation',42,1386,Highly Popular,Many Reviews
